ngrams,count
limit price any other limit price,1
etf options an option,1
etf options an option whose underlying,1
limit orders,1
etfs number,1
ethical conduct,1
likewise,1
likely utilisation,1
ethical rules,1
live orders as well,1
live use,1
lk,1
equity investments are important,1
longer be representative,1
longer be appropriate,1
longer applicable,1
equity instruments the median value,1
equity instruments the median values,1
long short specific risk,1
long short specific,1
long short 010 020 030 040 050 060 070 010 total positions,1
equity index,1
long short 010 020 030 040 050 060 070 010 total,1
long short 010 020 030 040 050 060 070 010 equities,1
equity investments as well,1
equity method accounting,1
equity method accounting directive,1
long settlement transaction,1
equity method bad,1
equity instruments that a reporting,1
longer necessary,1
longer period,1
longer relevant,1
loss absorption amount pursuant,1
equity instruments accounting directive,1
loss 0960 sum,1
loss 0860 sum,1
loss 0760 sum,1
loss 0660 sum,1
loss 0560 sum,1
loss 0460 sum,1
loss 0360 sum,1
loss 0260 sum,1
loss 0160 sum,1
loss 0060 sum,1
longer trading period,1
longer time,1
longer terms,1
equity method bad art,1
equity mkr,1
long net positions,1
lodge,1
equity references breakdown,1
locom total,1
locom that have credit risk,1
locom that have credit,1
locom references national gaap,1
locom references national,1
locom references,1
locom liabilities,1
equity risk factors,1
locom financial liabilities,1
locom financial,1
equity risk type,1
locom as well,1
equity smaller,1
locations,1
equity references accounting scope,1
logarithm,1
long net position,1
logical integrity,1
equity mkr sa,1
long arrangement,1
equity option a cfd,1
equity option transactions,1
equity parts,1
equity portfolio has a sufficiently,1
equity portfolio has a sufficiently small,1
equity portfolios,1
lognormal distribution,1
lognormal,1
logically correct business,1
logically correct,1
logically,1
logical sequence,1
logical model,1
loss absorption amount recapitalisation,1
equity financial instruments shares,1
lk 14 17 14 14 lm,1
loss estimation,1
loss first,1
equity carrying amount,1
equity carrying amount notional,1
loss f,1
loss events that have already,1
equity cfds transactions,1
loss estimation process,1
loss distributions results,1
loss adjustment 0940 loss,1
equity changes references capital,1
equity claims,1
loss directly,1
loss databases,1
loss data collection,1
equity compensation,1
equity derivatives an equity,1
loss first foreseeable,1
loss first foreseeable termination,1
loss gross loss net,1
loss identification,1
loss recovery 0380 total,1
loss recovery 0280 total recovery,1
loss recovery 0280 total,1
loss recovery 0180 total recovery,1
loss recovery 0180 total,1
loss recovery 0080 total recovery,1
loss recovery 0080 total,1
equities 060 equities,1
loss patterns,1
equity 150 total,1
loss metrics that the institution,1
loss metrics,1
equity 150 total exposures,1
equity 150 total exposures c,1
loss insurance,1
equity derivatives an equity derivative,1
equity derivatives any contract,1
equity derivatives notional,1
loss adjustments 0640 loss,1
loss adjustments 0540 loss,1
loss adjustments 0440 loss adjustments,1
loss adjustments 0440 loss,1
loss adjustments 0340 loss adjustments,1
loss adjustments 0340 loss,1
loss adjustments 0240 loss adjustments,1
loss adjustments 0240 loss,1
loss adjustments 0140 loss adjustments,1
loss adjustments 0140 loss,1
loss adjustments 0040 loss adjustments,1
loss adjustments 0040 loss,1
equity financial assets,1
equity financial instrument,1
loss adjustment amount,1
loss adjustment 0940 loss adjustments,1
loss adjustments 0540 loss adjustments,1
loss adjustments 0640 loss adjustments,1
equity derivatives notional amount,1
loss adjustments 0740 loss,1
loss approximations,1
equity equity exposures,1
equity exposure,1
loss amount same definition,1
equity exposure class,1
loss amount institutions,1
equity exposures 160 other exposures,1
equity exposures 160 other exposures 170 total,1
loss allowances,1
equity exposures cell,1
loss aggregate,1
loss adjustments the number,1
loss adjustments 0840 loss adjustments,1
loss adjustments 0840 loss,1
loss adjustments 0740 loss adjustments,1
location institution ultimate parent,1
location institution ultimate,1
location institution,1
loan lending,1
loan market,1
equivalent certified emission reductions,1
equivalent contract,1
loan loan value,1
loan loan,1
loan level,1
loan lending fee,1
loan lei,1
location 1 euro interbank,1
loan jurisdiction,1
loan general collateral indicator,1
loan general collateral,1
loan general,1
loan execution timestamp,1
loan execution,1
loan exclusive arrangements,1
loan market value,1
loan master,1
loan master agreement,1
loan master agreement type,1
equivalent adjustment,1
equivalent amount,1
loan price currency,1
loan price,1
loan portfolios,1
loan outstanding margin loan,1
loan outstanding margin,1
loan outstanding,1
loan open,1
loan minimum notice period,1
loan minimum notice,1
loan minimum,1
loan method,1
loan maturity date,1
equivalent cash,1
loan exclusive,1
loan earliest,1
loan delivery,1
loan application,1
equivalent european,1
equivalent european union,1
equivalent european union aviation,1
equivalent features,1
equivalent function,1
equivalent instruments,1
equivalent investment,1
lmto,1
lmtf,1
lm 15 18 15 15 ls 16 19 16 16 mh 17 20 17 17 mn,1
lm 15 18 15 15 ls 16 19 16 16 mh,1
lm 15 18 15 15 ls,1
lm,1
lk 14 17 14 14 lm 15 18 15 15 ls 16 19 16 16 mh,1
lk 14 17 14 14 lm 15 18 15 15 ls,1
loan agreements,1
loan applications,1
loan day count convention,1
equivalent emission reduction units,1
loan day count,1
loan day,1
loan data,1
loan currency,1
loan component,1
loan commitments are firm commitments,1
loan commitments are firm,1
equivalent emission allowances,1
equivalent emission allowances tons,1
loan clearing timestamp,1
loan clearing,1
loan classification,1
loan ccp,1
loan base product,1
equivalent emission reduction,1
loan principal amount currency,1
loan quantity,1
loan rank,1
equivalent 30 40 50 60 certified emission,1
equivalent 30 40 50 60 certified emission reductions,1
loans the requirements,1
equivalent 30 40 50 60 emission reduction,1
equivalent 30 40 50 60 emission reduction units,1
equivalent 30 40 50 60 european,1
equivalent 30 40 50 60 european union,1
equivalent 30 40 50 60 european union aviation,1
equivalent 5 asset,1
equivalent 5 asset class,1
loans jointly,1
equivalent 5 certified,1
equivalent 5 certified emission,1
equivalent 5 certified emission reductions,1
equivalent 5 emission reduction,1
loans 120 other assets f,1
loans were first,1
local authorities 030 public,1
loans 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 010 central bank funding,1
local authorities 030 public sector,1
location 1 euro,1
equity tier 1 capital additional,1
equity tier 1 deductions,1
equity tier 1 deductions 190 8 threshold,1
local operational unit,1
local operational,1
local operating,1
local laws,1
equity tier 1 instruments that an institution,1
local government,1
equityderivatives,1
equivalence decisions,1
equivalence procedure,1
local authorities 060 public sector,1
local authorities 060 public,1
loans 120 other assets,1
loans 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 010 central bank,1
loan rank senior,1
loan trading venue,1
loan total amount,1
loan total,1
loan termination optionality,1
loan termination date,1
equivalent 5 european union aviation,1
loan sub,1
loan short market,1
loan short,1
loan security type,1
loan security quality,1
loan security identifier,1
loan reconciliation status,1
loan reconciliation,1
loan rate date,1
loan rate,1
loan trading,1
equivalent 5 european union,1
loans 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 190 010 central,1
loan underwriting,1
loans 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 010 central bank funding,1
loans 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 010 central bank,1
loans 010 020 030 040 050 060 070 080 090 100 110 120 130 140 150 160 170 180 010 central,1
equivalent 5 emission reduction units,1
loan value that the borrower,1
loan value loan value,1
loan value loan,1
loan value date,1
equivalent 5 european,1
loan unit,1
loan unique transaction identifier,1
loan unique transaction,1
loan unique,1
loan unilaterally,1
loan underwriting policies,1
facilities liquidity facilities,1
facilities that the trade,1
facilities that the trade repository,1
ifrs 9 the nominal amount,1
ifrs additions reversals,1
ifrs additions,1
fteq,1
ifrs accounting portfolios,1
ifrs 9 transitional arrangements institutions,1
ifrs 9 transitional arrangements c,1
ftse 100 uk,1
ifrs 9 the nominal,1
front office function present,1
ifrs 9 meet,1
ftse bursa malaysia klci,1
ifrs 9 fundamentally,1
ftse bursa malaysia top100 malaysia,1
ftse china,1
ftse china a50 index,1
ifrs 9 appendix a 040 trading financial,1
ft ase large cap,1
ft ase large,1
ifrs capital,1
ifrs capital share,1
ifrs finrep templates,1
ifrs finrep,1
ifrs equity instruments that are financial,1
ifrs equity instruments,1
ifrs equity,1
ifrs current period parent,1
ifrs current period income,1
ifrs current period domestic,1
fsb report,1
ifrs current period 010 010 profit,1
ifrs current period 010 010 pension,1
ifrs current period 010 010 interest,1
ft,1
ft ase,1
ifrs capital share premium,1
ifrs 9 appendix a 040 trading,1
ftse china a50 index china,1
ifrs 7 financial instruments,1
ftse jse,1
ftse jse top 40 south,1
ftse mib,1
ftse mib italy,1
ftse nasdaq,1
ifmc,1
ies,1
ie no se 1 1 1 ce 01 1 2 2 2 ck,1
ie no se 1 1 1 ce,1
ie no se,1
ie nl no pl se,1
ie nl no pl,1
ie nl,1
ie ireland,1
ftse nasdaq dubai,1
idiosyncratic differences,1
ftse jse top,1
ftse fledgling uk,1
ifrs 7 financial,1
ftse fledgling,1
ftse euro,1
ftse euro 100 europe,1
ftse eurofirst 100 europe,1
ftse eurofirst 300 europe,1
ftse eurofirst 80 europe,1
ftse euromid,1
ifrs 3 amendments,1
ifrs 16 leases,1
ifrs 15 revenue,1
ifrs 13 fair value measurement,1
ifrs 13 fair value,1
ifrs 13 fair,1
ftse euromid europe,1
ftse eurotop,1
ftse eurotop 100 europe,1
fsb,1
ifrs income expenses,1
ftse nasdaq dubai 20 uae,1
illicitly,1
illiquid instrument transaction flag,1
freight type,1
illiquid instrument 29 routing strategy,1
illiquid instrument 29 routing,1
illiquid even though,1
illiquid even,1
frequencies,1
illegitimate purposes,1
ifrs income expenses 010 020 010 changes,1
illegitimate,1
frequency that mifid,1
ignorant,1
ignition,1
igcp,1
frequent monitoring,1
ig 6 640 profit,1
illiquid market,1
freight segmentation criterion,1
freight segmentation,1
freight rates,1
immediate parent undertaking,1
immediate parent,1
immediate obligor,1
immediate effect,1
free deliveries are subject,1
free float requirements,1
free index,1
free index singapore,1
free rate,1
immediate access to trade,1
immaterial information,1
freight derivatives a financial,1
freight derivatives a financial instrument,1
freight derivatives calculation,1
image,1
ig 6 632 extraordinary profit,1
ig 6 632 extraordinary,1
frequent systematic,1
front office employees,1
ifrs outstanding balances,1
ifrs outstanding,1
ifrs opening balance,1
ifrs opening,1
ifrs nominal amount,1
ifrs nominal,1
ifrs loans collateralized,1
ifrs loans,1
ifrs level 1 level 2 level,1
ifrs level 1 level,1
ifrs level,1
ifrs interpretations committee,1
ifrs interpretations,1
ifrs instruments,1
ifrs instructions,1
ifrs outstanding balances parent,1
front month ir options,1
front month bond,1
ifrs template,1
front month bond options,1
ig 6 280 profit,1
ig 6 275 extraordinary profit,1
ig 6 275 extraordinary,1
front month ir,1
ifut,1
ifsc,1
ifs rating scale,1
ifs rating,1
ifs,1
ifrsannex v,1
ifrsannex,1
ifrs these contracts,1
ifrs template number template,1
ifrs template number,1
idiosyncratic components,1
idiosyncrasies,1
fundamental regulatory,1
hypothetical proceeds that shareholders,1
fully operational,1
fully transparent,1
function charter,1
function has the necessary,1
function has the necessary authority,1
hypothetical volume measure,1
hypothetical volume,1
function present,1
full recovery,1
hypothetical portfolios,1
function responsible,1
function soundly,1
function staff directly,1
hybrid system,1
hybrid instrument,1
hybrid financial instruments,1
ias 16 property,1
ias 21 states,1
fully justified,1
fully harmonised,1
full residual amount,1
full revaluation,1
full understanding,1
full value,1
ias 8 imply,1
ias 8 amendments,1
ias 40 investment property paragraphs,1
fully address,1
ias 39 criteria,1
ias 38 intangible assets,1
ias 38 intangible,1
fully available,1
fully document,1
fully documents,1
fully documents data,1
hybrid financial,1
functional testing,1
functionally,1
hungary 14 krona sweden,1
hungary 1 krona sweden 10 kuna,1
hungary 1 krona sweden,1
hungary 1 krona,1
fund first,1
hungarian forint,1
hungarian,1
human rights,1
human intervention matches,1
fund requirement the own,1
hull insurance,1
hull,1
hugely,1
hub,1
fund requirement the own fund,1
fund requirements weights,1
hungary 14 krona,1
hungary 14 krona sweden 3 kuna,1
functionally the same way,1
hungary 17 krona,1
functions currently,1
functions internally,1
hungary ireland 1 0 0 0 0 431 4 18 2 0 0 0 0 261 4 26 3 2 0 0 0 230 4 28 4 3 0 0 0 198 4 30 5 5 0 0 0 180 4 31 6 6 0 0 0 177 4 32 7 6 0 0 0 173 4 32 8 8 1 2 0 178 2 33 9 8 1 3 0 180 1 34 10 9 1 3 0 182 4 34 duration,1
